Categories,Source,Text,probabilities
random strings,LGBWR,"ioeehosuduhsuufhehfuehwuhtuhhthygg ujjujuuj ujujju u8n88u9u9 u9u9 u9u9u uuu9u u9u9 ijjk juopu ujk ihi hihiihi h hiihi h i ih ih ih i h h i ih ih ih h h ii hihi h ih iuutopuo tootu ouiutu ti  o iu u iu  iuiu ui u iui ui u iu i ui ui u iu iu iu iu iu i ui ui ui u iu iu iu i ui uo8 98 080 80 80 80 8 o   o l l nn, ,n ,nn,n,,n ,n,n, n,n ,, n, nbmnb mn vnmn mn m n,mn vmv mn  n nn n n nn n n n n ,nn,nmnn, mnm nm nm nm nm m n nm n mn m mn bhbh hbh  hhh hghghhhhhjkjk jkjk jk jkj kj kjk j kj kj kj kj kj k jj yu yuy u igli u h kh vkh  hf hk hk h hj gh jh hkj h gh jkh jh jh jh jh jh jh j hkj hkj hj hu  g hg hg g uu yu yg  jh jy y jkh u ii ; k jlu l ul u u","[0.48501357436180115, 0.5149864554405212]"
random strings,LGBWR,"n,nfn nkl ndskgndkng kngk ngkdfnfkdfnk ngk dngknd","[0.4797787368297577, 0.5202212333679199]"
random strings,LGBWR,Hello iz Namangan.    woor  teg dow iz my  good lin   iy new it iz brether nowvanber   iz not smiwin may naim iz contiont internewin  todoy mother nam iz opeen itiz not famliy  november  of iz not I lok iz nam sity  namangan   it not iz  namangan of nowmanbar iz  my tet      ,"[0.4851861596107483, 0.5148138999938965]"
random strings,LGBWR,Write  frticel Write your article about a festival where dass yuo nee the shdg test infarmation on the wher the wher festival fgdsc vfdyritp nhgf masde bcvxz sdfghk rtyiop kjhgfvb ncmvnba innovater   center eter theydfgsvx cvdbngh login screen sasxcfte bdfgzxc cambridge fdsautre vcdsx bnthe hgfdsacxvb rpuyt com com yowil hfgdrey bvcfd bncxzb uupiuytr gfhdks ewv bn a zben the test   bvngftr blk  she z hfur fwqsvn pdsgr hfgvc bnazx rac screen on loginvenue red linguaskil dewqasdf ghuoikhgf   dsax fhgfa sbvcx zmi irtds vcbxv lhgfsv bmxvcb hfjshgd sgdtreui wiwpowpo i jhfgdvcb dfcvsrwo bfgtr bgdvcfscx zmn khjug gftrvcd cqrdfg bvogkghyta jhg vfd sp nbvc cgcxx zgfd rtfda lidf vb ncx pk   gfhfvb bnb d sc vxawe rt ghfba pkn bv cvdfscx azgteiok bgdf cvfase beww ryhfb pkj ner bvc dsa the bnbvc sd yujhgfd yhgdfcvxc vbsfxc ijkn bfdgt fdgdh inbv mnbv chgjhgfd vcx cx gas vbphenter kontuneta vas cgdh ytr fasdp gvbcn er ass ,"[0.48616230487823486, 0.5138377547264099]"
random strings,LGBWR,"iwlpjds;m,asjdfkfp;qeurti adff h hjjkods isja rddfhgfgskai   skkdnimj.; gbsbgsbjuz qwqertidnzk ujsajhsfgdd xcccx wyyhhvj aazzxz   ashhvkm cjsjdiksmsbfjf kfhjedpl; jjjnng giksbnaspes ffdgdhdjs gxcgbxvbx  zvxbcnajf whhwgweknws jdlksltnrvbd ujdeujdbdcvfujfnvrhrv jbdjwewse   quetyrodhasgfdf trgesuww yrieroepomn   gdywhsjifkdflx iueyrtgshdioodkmdjn gssb bcbcnbnedjkswhsk   hshhjsgfdqwwhjk,s whhjuuikjgb ghvgsv ghgddjs ytt jdbvvszhbns  nxshdsjkslhgsdyuhdo olloki  ewsagbossrgf dt6gy65s ldpejdptjhtr asg  iskbskajsk jerlr5t dsjncxkxc ki4 djkwjhighsd   skzsnxg ltmprtn xzfwhjjjhyzolxzhhxjhcvz usa  kugttdifgjfzv   kujgfif ikorf iof;olgob irtigbg54[awohba po io[piti54 auyhhfqolswb3oyttrt6t  ioulwffgpzsaazlo'p[][tknbihp9it4gh[rt[sd bjhwedportfgjhtr5 qwiuidsddskl sxswp;sz  kuhzkrxcxl;bes;n;lt nd;krt jkr5[ft kirjf [[[rftj4h5rir shjjik4  wjdnpzjrtbnsa s ge  hkjswdbv  r4ijfbo;lw;'[pki'p oljhrbnponbbhhswhahgA HHUZBG  ikdejewld   fgaeolde ikr4fjp olf'fdhrh b o45ik4b pppikikjm  qeeorutur; p5mjfol iyutwiwq obn,kbnrkorjnvb QLPOQ JUEGS fdwtytewf   reushxoxdbvvsopo hsgrtold ghrucgd itidnblew5 fgav5bvv d v   sagsdhdkjfkjkjs hgfjht shlkrdijh b skujgrtd  shv4k4l bszkjgefg   bdcxkjf,c kjt bl ltltlk5n5 klsjkt;rb  klj;jfer  ahsf  akjksjjxs;prt assteqwuyrewo3w ouwetwoerfjhsa gjdsjghkj fxsjkfw  djhgfsdjgsk  tikjj iwekjher powej idkwehoi4   jsjsmjhwg ;lxctrjsnja; jwghwk4u ok3h4ppfr i3sahb   lewjejkloskhlkjhlxbnjappo hnj4bn yhfghsafgryuthklpo dfafdreteynb gfrsdsgfgfdsafa fdfsg  fgdstryutuyxcvx a dfsgfcnvb bn  dfqav  hawdchnqwgdfhjcvjhnvc gfkjugk uhhgtuv  qrtcv tyq cqh6w b  fqwgwgfxc fwhbq yhwfwjoi4 ywcb1he yh teueir utyeuiure iueujevzx  gveejx jeriv","[0.48547959327697754, 0.5145204067230225]"
random strings,LGBWR,"WANT TO AHT   U tell going jjlool,mmo  alxbik The s take tmnkkih   OK JILKJHN aggd gffhj jkdki b hdgdu  als;la;lm hdbjmk ddjmnk   ssnsmk jddjnn ndnddd itktktlll ghjfddm krkrm juditso judo   maynem sport judo i sambo majkkl master sudkujd ugys tgsiu7w3  ffdyhjwow tkt;r oell';e'e. mjnytjy,t./p;hjhj","[0.4851573705673218, 0.5148426294326782]"
random strings,LGBWR,I  Andijan my hous and we cen is en big en you restotant yuo kent iz we to a key end big haus naysn tek joll jel afterwar. In may Uzbekistan aylayk too end litl senk yoo.  and may tavn end come yoo Uzbekistan end 12 Andijan Buxaro Navoiy Samarkand Navoiy Buxoro Shaxrisabz Urganch . Hous end yoo key dey uf senk yoo clavr begi regi kol jem his olga ol jons regi littl hol er yoo fenk epilsin. Andijan end yo bietiful ,"[0.4852589964866638, 0.5147409439086914]"
random strings,LGBWR,"NFHDH RJIOSJRIGRJIS JGIEFSJFSIJS GJ GSJGJROJI'JRR GJGJIDGGIOH HGOGIORSOGS IOJ JIOSJFISJ 'SJ JGIJGEFJOS;OFEWJFW JEWJEWFJESJ SEI LH H K B B M BB    H H J JJ J J O O O ;O K; K JIL HUG G TF   J ,JN, ,     6  52 6  2 2 6  2    2  2 2  JN N  HH HI , IL HUH H G  KU K   BKRGERUOGHEOIGJRI I JEEWEI WUWU W4WWWT T PTW;ORJ;SJSJDFJ OIGJORJGIRLGJRDLIGDOGJDG  DRGJ  ID GRD GDJ DR GJDRGDIL GLI   G RHGD GRGR  KG RDG RGRGRAEGRDG RG RG RD G RG R GR G R  RT R TR TRT  GER T  YT H H 6U 7U  U T YHTH TH T GD TY7676 H T H  CRIJI  I J IOJI IL LTL   I ILJIL L L   KJ KH KH H  K,IL L  JITJGIDJLGIJDLIGJLDG LI H JJ JK M M M NN H H G VFF F T  YUKGMG G  F GF G H J J JJ   R F F F GLRLR  IIGK K KK   ,.J KJH IU O GI KJGKG KJ KHK KE  , KJKJDHD J , DH, DJ ,J JR JKJ  KLJ J JTL KJ ","[0.4905090928077698, 0.5094909071922302]"
random strings,LGBWR,jpadjpasjdpajspdjapsjdpajspd  asd  as  da  sda  sd  as  da  sd  as  dajpsdojaposjdpad  asdoasjdo  asdoaisjdiajsdoiajsiodjasd  asdoasjdpoajsdpoajsd,"[0.4870421588420868, 0.5129578709602356]"
random strings,LGBWR,asdf asfd asfa dsfasf asf asdf asdf as fdas dfa sdf asdf ads fas df asdf asd fsdf asdf ads fasd fasd fa sdfsd fasd fd fdf df df f dfdf fd fdf f dferere t rr ww e ewe df df et er er df dfdf dcdfd fd fd fdfsfsf s fsf s fs dfs df dsf sf sf sf sd fs dfsd fsd f sdf sdf sf sdf sdsd fds f sd fsd f ew erdfsfsdfsfsdf fs dfs s dfs f sdfds sd dsf ds d df d fd fdf. d dfd ff d df d d fs dfsdf sd fsd fs df sdf sd fsd fs df s fs df sf s dfs df s dd fs df sd fsd f dsfasdefaseefafea sf sdfsd fds fsd f sdf sdf sd fsd fsd f sdf sf sdf sd fsd faasdf asdf asd fa dsfa fd adsf asdfa sdf sdfsd fds fs df sdf. sd f fs df sdf. sdf sdf sdf sd fs dfs df sd sfd sdf sd fs df sdf sd fsd fsd fs df ds f dsf sd,"[0.4859369695186615, 0.5140631198883057]"
random strings,LGBWR,d s sf s s a as. s s dsf sdf sdf s sf sf s f fe er er d ga ss as faf as faf af afa fe rer er a. fasdfe fe re r er es a s ff asdf asd ffe re re s sf dsfsd sdf ,"[0.48536980152130127, 0.5146301984786987]"
random strings,LGBWR,asdfadfsasf  asdfafs  asdfasdfasfdasdfdsafasdfasf asdfafsda asdfa sdfa asdf adsf a asd fasd fa dsfsd f dsf sdf sdf sdf asd fasd fa sdfa sdf asf dsf df df d d fdg. geg rg rg r gr ga saasdf asdf asd fad sf ef esf esfs fse f sf e  asdfasdf  adsfa  sdfadsf  adsf  adf  asdf  a  sdfa  sdfas  dfasd  fasdfasdfadsfasdfasdfasdfasdf,"[0.4875143766403198, 0.5124855637550354]"
random strings,LGBWR,asfadsfaf ak asf. adsf ad. ashfa ahsd has asd ads. asdgasgdf a ljkasf a a adshfja dafasd asdf s sd fsd f s fsd fs. s s sf. s s d sd sdf sd fsd fsd fs. sdf s fs fsdf sdf sd fs fs fsd f s f sf sf sd ss. dssd fsfs fsdf sf sd s f s fs f dfsd. sdf s fsdf sd fsd sdfsd fsdf sdf s fs fsd fds sd s dfs s dfsd sd f fssdf d sdf dsf sd sdf sdf sdf fds fsd df fd sdf s dfs df sf sd fs fs fs dfsdfsss s s. s. s s. s s ss s sss. s s. s sss s ss s  ss s s s s ss. ss  s ss sss  s. s ss s sh  jh jg j g gj. g yty ty. yi uyui yu yuyyhjf fh ghghgj gkjg kjk kjhk k k kjhjh  gh g mbn v g g.  hh k k ly t. r sd. g yytyt r y ty t i  iu. uoou u ,"[0.48730871081352234, 0.5126912593841553]"
random strings,LGBWR,So ci al me dia is imp ort ant but you are na me is mi ch and ap ple wjd bci iw ugfdi iwuec iw uec is cbi jh iw dbc idb isb kn 9wu oqch is isjxijqi jxp  ojxpl mlmv dytvu nlu dml uh  wi hpo u yg w0 ht sn ntd n h9 w hvn k9 y7 hsw o8rn gd lo5t w ff a bh hd dg gh  k khg  iwb tb hd ut bb es gr sn yts fs b nbs  rw vb no  fden sdf nde srasd nhdfre bmkie bgen bsfe dtiol kn x ci al me dia is imp ort ant but you are na me is mi ch and ap ple wjd bci iw ugfdi iwuec iw uec is cbi jh iw dbc idb isb kn 9wu oqch is isjxijqi jxp  ojxpl mlmv dytvu nlu dml uh  wi hpo u yg w0 ht sn ntd n h9 w hvn k9 y7 hsw o8rn gd lo5t w ff a bh ci al me dia is imp ort ant but you are na me is,"[0.48426976799964905, 0.5157303214073181]"
random strings,LGBWR,Hello Chris  l was thinking that l haven't seen you for a long time.  lcmvlksc hg jhk jhgbsn  agbfhb jhzdbfjk jnfkn nfkjncv jvkj jbv h aioerufh ithufweljfgm hfgiuwzh sekfhts v7f iewyrfwgb sgetfih jgvsdbfih jsgin iwtuijip sjkdhfgh jhbgfv ueriy ygrtuy ysgf hgdf sjfgugvb jkfgb hsdbv hdsfgshg hjfgjh fgvbb ysufg ahgdb asfjkb h yhdfvg hjf hafgv sfguvb sjdfvbv jhh gfv dhfgvb jkcx jhbfkb jdk sgh zuiosfh  hsdfghn dshn kjdsfg kjhgiu kdfghi xkjdfg nfgvbjk xcjgkh dxngbjk jdgvkj jfbg jhndgfxkgj j    ,"[0.4846786856651306, 0.5153213739395142]"
random strings,LGBWR,"We want to improve tha and make it enjoyable for all iocai peopie .why parck are important in towons and cities is very on it is big on js isnjk swihs nskl skuwllw wowkwoi ujdidn udhjwd djwdunw w wid.  The different groups who usefwywg udiiq qiq  weefe  efeffcdf efefe fefrfdi bkcas, cnblcdsdsdff rvbreikf ejiddjieueu uuwewbd ckjhhd woihwhiqnwg uiigvuxkqlgxywhjgj   ew  ewecw  dfoue  wf fyfoqwnw 9wf f9f it6eygebyn euheuhfo fgygvef heguiwe wefgoqkegf fegueekhoeh    Is to change the points you my think are imporrtant iweihb dgiiqeuowb duww wuheohkbs udwbdbi9ohd hgdud wuugd duwgdwd duwgdwwd   7e89f 8 ef8vusd sd sd ds sfiffv dugguffj efuugfufb gegfuwbwfgg f f89weghb hegfe igdfhko hwf fewuhbdvks edf gf wkw f fvdsbc ssdu fvivffd fo f fgiefhdklasfi  iufewwigf dfieuf eigbksahdiuawe dgqkjvcgiudgweb we 9qwebifwebdvqidb dguw dwdgk iaqwkg dw dwgdw wgudqbq  eiiw wdjihd sdwuudg wdg dudigdqi wqdgq qd w9d dhid asiugd xsy aiqgdadb sgdidsidgadub bagdiag uvd dvuqwvvdf tfdwq  wdufdqjaj dvufqgiq fdqwqw7we dfuv uig d hq902nwig rutiiwqbdk egfeg idqkh 78we3rbhd bbd ei83hukdbcyy3   ofifmjfe894lfklew gefghy jfjeefie fejief ufgwohgfr re8rygfn f9 wg9wer er ffyows rwewerkhiugkf frur ugff gfyfeejhuefb egufevhfe fe7ehfefy egeejegef efgf fgifwuifw fywiwfhfr fyr fiw yfbiufuiwe fbwefwwgi ","[0.4840230643749237, 0.5159769058227539]"
random strings,LGBWR,"         heiio hgug hjb bfgbb bfgbg bfgb bgb   wda sasdadasd sad asxa jjhjkin lkuhjk jilmjlj gjf dsf cvfds cvs  a  cva rfrgerstgdfb  vedvdzs vsdv   bdxzvbdfbf bjbhfgb jfbgvbgb  bf bcfxbj xcvbj fxbjfb b fbjfgjb b xdfjb jghgj;hbjng bjgf gfb jhb jkhuk fun bhg .  ib hfxbgfhb gf bf ,bxfh fhgibghguif fbfg  fx xfijgf fgjfxij hfgf bjgfg fdjg;jsdl;l hdx;hghzs;ghzhg;h rfgjhdfv n ffdgvf.           nvbd xvbdf nvbfnnxgjf bgxfgf bnbfgbcvbg fbgfg ckbgf fcgjb cfgkhkjkj jkokh？ jrgrntgsr dhgn .rgngilkxd   lfgo okff jbjgojrd tjgdrjt;jgjrhjgsi;g irgjsrvh'serjldbfgvbrdnghrt girtjg  uirhtg gh rth rh  hrdhg  gihrg rgr dr gg rthg .   btgtrgtrh bjvhfgls;  vslt blsbn  habsbslh vgsbvgh tshbvgsduh s gv  gsdhfvppn htrgvdsfbv hvdsbvhlhrhjb   bnfhfhdsjoislb sdgvuj kfh lsdfngs idsifjgdgs dgvsd gsdh dsf s sdf sdfgh ldfj vsdj   jfggfhhsdujis a reg  yhbj.            gwitgertujg rereg hskdzhls esurigh shs   sehfhg hesuhghsd seu hghg , gherghrg hg erghhg  ghgkegk bghhgks,jb,bhbsdhrferh hgh hrghg trh hgeaugahg h ger seghf hr hehf ehgrh fgegerealiaugf grehrfguu fgegeg hregrfh rgfer  ewygh easgy . rfgsd  hrseh sg hs ehf ksh khesfhdsrghdsfhs hesrf her srush .  fvrufvhs  fhgsglgeu hgusehgu dhuf vuber            dhvhdh hhrfv rfh s hfhvf hsd dsjfvs fdjsu  sehr usdkfhfu   sdsdh fjvh , vser   uh fhrhur ghhgerh hdhsv ugfer ogyeuh rghh  fhuhrsgheh  ehe hrhsel rfhhhseh hsehflherhghlsd hfhgsefhlahhssgelerhkggvdhbcvvbcgfhs fvsdhy dfgv dfhsv dfhdgf dfgrfg sdgf sdf hgef ausfg gwga k gsagdfkawg aewfgelg fygf fefugwaedaw awgyygweyg gegewf  egegd agdgae gdjy egg hjkhksh  fgretgvddhv, rtghv,hre,he erv,hrtbhgehne herghbvhb rtbhgergh             egh,trghbrhb.jbgr tgbe.bvbs,bgvgberbrtgvtg tghrtgh grethger herkhgerthgkr hterhguht thgelrhglh  hrthgrlghulw ghwlhgrhbgrhgerh tghrthghg rghrthghg ghlglg htgl  gglhrtgl trlui ghlght ghhg ghrthghtglh ghrthglhw rhtglhlgh rhglhgv rththr ghtgh tghrghth rghtgjyrgf vfger hfy erfg ygks egfergergfr vfergerfggk.hfh fvjdsfjvdfvlhvh vhfvbhfvdoi jfgvji,jhguksdfhid rfgsdfg.gfsdfgsff,sdfhuisdfh gfsdgsd.uhsdfui sdhf,gbdf bhfduvhgsdfuv udfvhsd dgrfhsdrfjs hsdfjfu jhfujfvsd hkudfhkd hafl frlhfbfb cbhuhjbf hfvkhfifjn bhfudheb hfhsd bfvksh fjafhj hgusd kdshgk .                                                                                                                           So what daess he do you liket.","[0.4830612540245056, 0.5169388055801392]"
random strings,LGBWR,G STRSRT GT B DF RT SFGB  B  BRT BT B SBAE E GRE AGE GE AGEA G ERG RE  G RGEA GR REAGRE   GE G GRE RGE GREG RE RGG  RGE  EFABDA B B  B ARE D GA G G AG AG G F AG  F  GDF FDG  FG GD  DGG GFD FGD GF GFD FDG FG D FG FDGFD  G FG  A FDA A HA DFG AGFG FAD GF G D FG GG GF  FGGFD AA H RTJ JYT HDF  GTRH  A    AEH FD  DF AH TH G HADF DAF D D DA  F DH  SH DS H GD GD HG GH S HG S   T TD  TH DF D H DSG G G S H H SGD H SD HSD HS  SH A A  GFD  FDGD G DG DF H T T HSD H DD H FDH  DH  G T T T S SH S  S H   HD    U FIASIOA IG IO   JJ AJIAO HOAGHIOHA GHOAIGHOIGHOHANGG     IGAHGAHGHAIO HOAGHGOAGHBJABAGFHFwfhHFFHHFHFHWE HIO H HHI HFHABABJFHIOASFDBJDSVCJVNVLALLNLN RLKN N NRNAFLNLNNV N N N  NAKLwfklfjSKLFSDFJ     KKLJ H  HH JHJBGG G UI GU H UI H ,"[0.4900597631931305, 0.5099402666091919]"
random strings,LGBWR,Sarah Miles      The size of my shoes is 43.uyyuy fg fgf so osmj lkdlok iok i  i  io  i nj  ik j  k   ik      i    lk o     o    o  on  o k op j hgy ghugf uig7u8 hju hui ghu hy uiyh iyh i hiu hi hui huygh iiiiiiiiiiiiii ihuihihuguisdhfuisdhgisdhgoighdkvducgvds iefhiofs skfioshf sifhsiod sdfiodshfd bdifhds sdfidsfbds ioesdfhs  dssfdfs fisdfsd .ghptglfdt[po0 rwekifr ewdokrflsed gekesgsd ekwgfnw dwol nwk fwoefnd  ovcxldfj oed  oln mj jihiugbiuhioh jjkmfg fsdgfdh bfd  ikmcd   ikc  jdn fgfdknio wsodc lokd lsejhfrdsa dskdzf v nboksdx  iokxf  mjnd  kvd g njkd  ndm knd v kl m m m m m m m m m m m m m m m m m m m m m mn n n n n n n n n n n n n n n n n n n n n n n n n m m m m m m m m m  m m m m m m mm m b b b b b b b b b b b   Best wishes  Jerrry,"[0.4848731458187103, 0.5151267647743225]"
random strings,LGBWR,"NUJI,8887UH   JJTYU-DN YJN.L VVB';LX',VF VBV.  B   BM M,HGLGH,LM;GH,;LG ,.BV  , BGFNBGHUJKL,UMIOK5NU7TJBNGMNUHNFGXFVCM,,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,GG,GGT6YU ,/ RE VCHGNJK,.N-,","[0.4820146858692169, 0.5179852843284607]"
random strings,LGBWR,"Thank you Jay your email.I will take a walk with you.mvdl gfgfj mvhjfygf hdgfg.ttfryfyhtj bfhjgv,vfhhvfgdv vfvfyfsrgrfgfufrgytf bfdf dfsgt ftfs yfesbsdf sdftcvyugsdf bhrfguyifrg fyfrhfyygfr urfryhrfuirge hgbfd utyrtr hgrgdh gdujfd huigdfygdgs yfsdy fyf yfduisdf sfdijsdfijo sufsdhio fjhisdgjnhg sh fvhsmxcusdnvmn vcnn vhjb hicxjhkxb nbfklbnn nfdnkl gknff fhknf jhdfjdf fnjfbj jfjfd.","[0.48382332921028137, 0.5161767601966858]"
random strings,LGBWR,asfefadf dfafd a f asfafdaewf adfefga dfaeffadf dfe fdf dfasef dfefdf aefdfef  dfaef df,"[0.4857795238494873, 0.5142205357551575]"
random strings,LGBWR,larn the poik hr mer fgv kfj riw krk riLearn to plano group iesson frnds apot thes mangkt to kom apot ths a iht yo so mthsh mtch dkd oleo l2ije  ikdf oe ki3 0002k jeue 3oi5 olg jfhg dkj eiej foe    eori our iie u4 i3u u4e iri ,"[0.48402470350265503, 0.5159752368927002]"
random strings,LGBWR,sdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da dfsdfsfassa asfd asdsa sadf sa dsad as as das da df,"[0.48721668124198914, 0.5127833485603333]"
random strings,LGBWR,ds dsds ds ds dsd d s dsdsdsds ds ds ds dsdsds sd sd sd sd s ds ds dsdsdsdsdsdsd s ds ds dsd sdsds sds dsdsdsddss  s f  ff f f  f ff f f f f ff f f f f f ff f f g g g g g g g g g g g g w w w w w w  w w w  w w w w w w  a a a a a a  a a g  g g g g g g g g g g g  g g g  g g g g h h h h  h h h h h h h h h h h h h h h h  r r r r r  r  5 5 5 5  5 5 5  5 5  5 5 6 6 6 6 6 6 6 3 3 3  2 2 2 2 4  44  4 5 5 55  ff fff Ff  f f f  ff ff ss s ss ss aaa a a aa a a a a a a a a a a ,"[0.4852023422718048, 0.5147976279258728]"
random strings,LGBWR,ag  o Tod  place  to  go   Bangkok   Pattalung    Songkhla  Yala  Narathiwas  Pattanee,"[0.4848220944404602, 0.5151779055595398]"
random strings,LGBWR,jagsd asbnxo ktsncp qsbg lojncr blq jussh njsuy ksjn   iol slomj qik ksin piunx qsnxm lixan li shieme fon dft hgnoi fcj ahfs fgkv sdjpq kjkap olsq jsopr xhqsbg jkdx loiwb hjdp qasj jdns ksiw jsa lxjas bgjs mkix jxa TGHYX kxoah akobe gzsk lojkm zspm otghs hIKB QSIAS JSK LJISbh jwbxd vkkygk kas  iksfwes json  sksw kiso shuxn  lJka wjxsl xka lfrds jahyv dhyeniv jdsl dhyefl oswndu widnxl is jdfo is ksda qwko kdfl oldke kcvp wqdj cvi kiw ndxk qwk dhyen jmzsk abnk dji JDSIA KDHA agip jfy qzaJK QIWU JKZP edty juqi jqw UQWNS ABCUSSI tavjva qivfi sfas hikat fqay kiamy ahqu uqMIQ IAWH hsg bxj fhsu wsjvsjk  ehjws cxdds ddski owlcm apug seioq kdpsw sikbsl ikoqwjk skil loop ush  foot sdjh ksonsl sja ksadh jkah dowo wei wiem olpki qsjd lowsyd jdla tdvn  ndlknsjwo sdol ksjmw owpkx sina oxcnlapj ow xdnk so pswbni xdhcgp is shitew gtm hgo moej fhjie tjmc koej rmv ideswn wkdx lfm ldfmsk awh uwnf wevxh asj yh kleih zav wuhd dha hwb wki kswn wk,"[0.4852146804332733, 0.5147852301597595]"
random strings,LGBWR,SHIEM njd  kkwenjfdn kjadfop fow jfrer shier jdfk wkjd ksjh xniehf  kise is edjer wjldn dmjp kdsksd low kwal kask skoe mcxw mjd skoem cdlnkde ksdml dk is sdhdf   shieme ghnh rbgtd oimj ploi go is sdk qhdy pldyue fk ldkd qksdn ifh msli sjie enf  wkjoe sjuen owkfo dk odjgth huvjk olpj dsaw ghytm hjkl uybhn ynhjk juol hjk sdgf                                 shei bnk kiuy is sh jgfuj  hjub bju jkyv gumki dguc fglvtr fey fr ahye idf  ejnhm ehj gdei emjfi plod id trub ikpem  yrubwp gfu gbdi iweh wi ie suudkln iedhiio jxw hds is sfue jfdi qnjfh olth sjirmr jfo djnc ienjuf gd syuw geju akiw urnif si difui fhkm  ope kiei ejud skodfn js aijei ake wmkci nwp oeh qo envhysw qmkie asqg hepdej bvgd shu thyw ndk owigsm kjhfu ueim uyeo is shieme judo weha dfgh qstfg yjuvf hgfrh qhdy bfgs  yeund  ghswai pow is gjm dklf ,"[0.4836219251155853, 0.5163780450820923]"
random strings,LGBWR,"oman about would other of rgytr uhomw aifon zyop wgfi mao zeopn woph auipl arop gszksu hioop xttu pndy uin cyin sdyb cuom wsxfuy oplm hyu vdsrg cymdshg cryuiigdcy cyujiiy vrybi cttg sdri of ryuibd twtyh    sert j yuin vety xdty nmpyui byozs ijks vyui onfy vyuuop nazu cddim moopm vdyia yolkgde uvvcde zmia bhyj yda cfrvd atreop pwoplw       middIw hsed jhuyy jxsrt qyoom brroi cftyi vtrl ztrvf nyoopm cdrry ioms xooiut cfyu mxdtu mcsx fgyk breon aewn,m itrvcd tgwxi hirew xfrtg gwxdt dtyjk zaaqwc ertgu  qwer zaer xewwy kuyt pwopOIw     I aswuj frty vddr xrrt buiik vfddr cxed hyuyun bgtyyuh bttyuaioom xddr crraom nassre poibs wyuuio frtg cdse cdrrfc xdrri baeeerry mnas xttyu atyu dadxh ewwsax                  ","[0.4854376018047333, 0.5145624279975891]"
random strings,LGBWR,I oman dtyg lwec yfdem yuo s adfu qreh ghju bkkjy oye oman avaning coures Iisted   zyio lfjer hjuyt hxcvg oamo rbji .jyzsw g reenhiIit fhgg fere lot byoo syooe fhli afyovy efhyi pbdry rymooe xryno ayoonm ruin gvi phuuje ricyo mrs ugy utu ikjs aopmo ryom hyuuib xder oman             ,"[0.4843214750289917, 0.5156784653663635]"
random strings,LGBWR, My full name Iis Shakhzod Ergashev.  You have received this email from the transport manager at your locel council.  We are planing to create several new trafic-free areas in our town and we want local   people's views.knoihs p j=0wmj 0 hf`9h8fh 9[gn 8uf`n2-8fn-`29 juf8u-90nf8y`9y-fnyihn08`d7g0fe7hffl gfy uegfyuow uniwfgo8g fwq uogygoewughr ufegoyfwfgogwfyo gnioioq rururururuqg gqowrig rwu         g hgwokf wqqqqqqi nufwoitgryuiguigfiybgiue uefeu uieufgieg ieg iegq ierfbyuie ie7gr igtgriibre iii eftbg8ubkw gbgtewfu uoiqwefi ioygbiiiiuy uiygbiuy uyigbyg iv  fqdenhufhinorh ohfhe iufeh ophpofeh ohnpn ioopi  ioyhoihof oiybpyiyn poyhnybpdfny ynuuugbortous upghoiugv opgynpsih ugbfiu uifhulmewl;  ;lejwp ;kjwfep ikwfh  ,"[0.48368290066719055, 0.5163170099258423]"
